id,shortTitle,longTitle,keywords,shortDescription,longDescription,thumbnail,validFrom,validTo,status,url,tags,eventDate,location,actionDate,process,googleMapsUrl
947,Cultivate Your Own Murakami.Flower,Cultivate Your Own Murakami.Flower from a Seed,Transform your Murakami.Flowers Seed into a vibrant Murakami Flower,Transform your Murakami.Flowers Seed into a vibrant digital artwork.,"Dive into the innovative realm of Takashi Murakami's digital art with your Murakami.Flowers Seed, offering an unprecedented opportunity to actively participate in the creation process. By redeeming your Seed at the official website, you unlock the potential to bring a unique Murakami.Flower NFT to life, adding a bespoke piece to your digital collection. This interactive art experience not only enriches your gallery with Murakami's signature aesthetic but also immerses you in the artist's visionary world, where each Flower blooms with its distinct digital essence. Engage in the art of digital cultivation and watch as your Murakami.Flowers Seed evolves into a dazzling NFT, symbolizing the fusion of art, technology, and personal growth.",https://bannersbrands.s3.eu-west-1.amazonaws.com/993_InteractiveArt.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
948,Enjoy Prestigious Access to IRL Events,Enjoy Prestigious Access to IRL Events with ABS,Be part of future Events organized by the Hundreds,Access VIP experiences at The Hundreds' events as an ABS holder.,"The Adam Bomb Squad membership offers more than digital benefits; it provides privileged access to IRL events, where you can immerse yourself in the essence of The Hundreds' community. Enjoy complimentary entries, priority access, and exclusive experiences that are reserved for ABS members. From warehouse sales to food festivals and cultural showcases, your ABS NFT is your passport to events where you can relish the prestige of being part of the elite echelons of The Hundreds' supporters.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1002_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
949,VIP Experiences at IRL Events,VIP Experiences at IRL Events with Badam Bomb Squad,VIP Experiences at IRL Events organized by theHundreds,Access top-tier events and enjoy the prestige of being a BBS member.,"Membership in the Badam Bomb Squad transcends the digital, offering exclusive access to IRL events where you can experience the essence of The Hundreds' community firsthand. From priority entry to special experiences reserved for BBS holders, your participation in events like The Hundreds Warehouse Sale or the Family Style Food Festival is elevated, ensuring you enjoy the prestige and recognition that comes with being part of the cooler echelons of The Hundreds' fans.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1003_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
950,Join the Adventure: Chimpers Community Events,Join the Adventure: Chimpers Community Events,Get access to exclusive Chimp gatherings around the Globe,Immerse yourself in unique Chimpers gatherings.,"The Chimpers community extends beyond the digital realm, inviting you to partake in exclusive IRL events that are as memorable as they are transformative. These gatherings are not merely social; they're milestones in the collective journey of Chimpers enthusiasts worldwide. From engaging community meet-ups to immersive experiences that bring the Chimpers universe to life, each event is crafted to deepen connections, create lasting memories, and share adventures that resonate with every member of the Chimpers Fam. Stay tuned for upcoming events, where the spirit of the community shines brightest.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1009_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
951,Unforgettable Events ,Unforgettable Events with Travel Tiger Club,Join events orgnized for members,"Dive into exclusive events, from cultural galas to extravagant soirees, reserved for club members.","The Travel Tiger Club by Travala.com prides itself on curating occasions designed solely for its members, ranging from cultural galas to extravagant soirees. These events are more than just gatherings; they are immersive experiences that allow you to explore new cultures, enjoy premium entertainment, and revel in the company of like-minded travelers. As a member, you're invited to partake in these unique events, enriching your travel experience with memories and moments that extend beyond the ordinary.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1022_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
952,Win Your Way to the World’s Greatest Events,Global Sporting Spectacles: Win Your Way to the World’s Greatest Events,Secure tickets through raffles,"Secure tickets through raffles to witness premier sporting events worldwide, exclusive to VaynerSports Pass holders.","The VaynerSports Pass (VSP) offers you a unique chance to experience the thrill of live sports. Through exclusive raffles, you have the opportunity to win tickets to some of the most sought-after sporting events across the globe. From electrifying football matches to nail-biting tennis finals, VSP places you at the heart of the action, ensuring unforgettable moments and unparalleled access to the world of sports. Stay engaged with our community to maximize your chances of attending these coveted events.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1023_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
953,Celebrate Beer Culture at MetaBrewSociety Festivals,Celebrate Beer Culture at MetaBrewSociety Festivals,"Yearly beer festivals in Bavaria and Las Vegas, featuring free beer, music, and family-friendly activities","Participate in yearly beer festivals in Bavaria and Las Vegas, featuring free beer, music, and family-friendly activities.","MetaBrewSociety Genesis Certificate holders gain access to yearly beer festivals hosted in the iconic locations of Bavaria and Las Vegas. These festivals, including the anticipated SeptemBeerFest 2023, offer a celebration of beer culture with free beer, live music, and activities suitable for all ages. These gatherings are not just about tasting beer; they're about bringing the community together to celebrate the craft in some of the world's most renowned beer locales.",https://bannersbrands.s3.eu-west-1.amazonaws.com/808_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
954,MojoHeads Meetups,MojoHeads Meetups,"Invitations to real-life events, meetups, and gatherings","Receive exclusive invitations to real-life events, meetups, and gatherings within the MojoHeads community.","This is your ticket to exclusive MojoHeads gatherings, offering unique opportunities to meet, connect, and collaborate with fellow members in the physical world. These events deepen community ties and provide memorable experiences beyond the digital space.",https://bannersbrands.s3.eu-west-1.amazonaws.com/815_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
955,Unlock Exclusive RektGuy World Events,Unlock Exclusive RektGuy World Events,Access to global RektGuy events,"Gain exclusive access to global RektGuy events, enhancing community ties.","Experience the vibrant RektGuy community firsthand at exclusive events worldwide. From NFT Paris to the RektDrinks Reveal Party, engage in unique cultural experiences, professional networking, and unforgettable community building moments. Step into a world where your membership opens doors to holder-only gatherings, fostering deep connections within the RektGuy family.",https://bannersbrands.s3.eu-west-1.amazonaws.com/835_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
956,Celebrate Life with Party Degenerates,Celebrate Life with Party Degenerates,"Join exclusive, high-energy IRL events around the globe","Join exclusive, high-energy IRL events around the globe.","Be part of the Party Degenerates' vibrant community at exotic destination events, celebrating high-energy experiences in stunning real-world locations. From historic venues to cultural hubs, our events offer a gateway to global experiences and community gatherings that share your enthusiasm. Follow us to stay informed about upcoming events and secure your participation.",https://bannersbrands.s3.eu-west-1.amazonaws.com/850_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
957,Access Luxurious Events,Access Luxurious Events with Poolsuite,"Experience exclusive, high-end events curated by Poolsuite","Experience exclusive, high-end events curated by Poolsuite.","Gain entry to a world of luxury with Poolsuite Executive Membership, offering access to future events that promise unparalleled opulence and exclusivity. These meticulously curated gatherings are not just events but milestones in luxury leisure, providing an atmosphere of elegance and sophistication that aligns perfectly with the tastes and preferences of our esteemed members.",https://bannersbrands.s3.eu-west-1.amazonaws.com/861_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
958,Exclusive Invites to Poolsuite's Luxurious Events,Exclusive Invites to Poolsuite's Luxurious Events,Access to future luxurious events curated by Poolsuite,Get access to future luxurious events curated by Poolsuite.,"As a Pool Member, anticipate exclusive invites to future events by Poolsuite, where luxury and leisure converge in spectacular settings. These meticulously curated gatherings offer an immersive experience into the world of Poolsuite, allowing you to connect with fellow members and enjoy the pinnacle of luxury leisure. Each event is an opportunity to celebrate the lavish Poolsuite lifestyle, surrounded by the elegance and sophistication of our distinguished community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/862_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
959,Exclusive Invitations to Poolsuite Events,Exclusive Invitations to Poolsuite Events for Patrons,"Luxurious, curated events as a Poolsuite Patron","Gain access to luxurious, curated events as a Poolsuite Patron.","As a Patron of Poolsuite, look forward to exclusive invitations to future events that promise an opulent and immersive leisure experience. These events, reserved for Patrons, are windows into the luxurious world of Poolsuite, offering unparalleled opportunities to connect with like-minded individuals in settings that epitomize sophistication and luxury. Each curated event is a celebration of the lavish Poolsuite lifestyle, setting the stage for unforgettable experiences.",https://bannersbrands.s3.eu-west-1.amazonaws.com/863_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
960,Exclusive Porsche NFT Holder Events,Exclusive Porsche NFT Holder Events,"Gain exclusive access to Porsche events, from museum tours to collaborative events","Gain exclusive access to Porsche events, from museum tours to collaborative experiences.","As a privileged owner of a PORSCHΞ 911, enjoy exclusive admission to a curated selection of Porsche events. These range from private tours of Porsche museums, offering an intimate glimpse into the brand’s illustrious history and innovations, to local meetups and special events held in prestigious locations like Soho House. These gatherings are designed to solidify your status within the Porsche community, combining the luxury and spirit of Porsche with unique, memorable experiences that transcend the ordinary.",https://bannersbrands.s3.eu-west-1.amazonaws.com/865_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
961,Experience Exclusive Prada Timecapsule Events,Experience Exclusive Prada Timecapsule Events,Get access to exclusive future Prada events,Unlock access to unparalleled Prada events with Timecapsule NFT.,"Prada Timecapsule NFT holders enjoy exclusive invitations to coveted events, including prestigious fashion showcases in Milan and special Prada encounters. From the Menswear Fall/Winter fashion show to Prada Extends and Prada Mode events curated specifically for Timecapsule NFT owners, your access transcends the digital, offering unforgettable experiences in the world of luxury fashion. Stay connected with the community for announcements and secure your place at these unparalleled gatherings.",https://bannersbrands.s3.eu-west-1.amazonaws.com/866_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
962,Exclusive Invitations to Moonbird Events,Exclusive Invitations to Moonbird Events,Special events curated by PROOF,Attend special events curated for Moonbird NFT owners.,"As a Moonbird NFT owner, you're entitled to special invitations that promise engaging and delightful experiences tailored to the community. From high-tech showcases to artistic exhibitions, these curated events are designed to deepen your connection to the Moonbird ethos and provide avenues for real-world engagement with the brand and fellow enthusiasts. Stay alert to announcements for upcoming gatherings that promise to enrich your NFT journey with memorable encounters.",https://bannersbrands.s3.eu-west-1.amazonaws.com/867_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
963,Exclusive Real-World Events,Exclusive Real-World Events for Proof Collective Members,Get access to IRL Events organized by PROOF,Attend unique in-person gatherings and enhance your network.,"Proof Collective extends invitations to exclusive, in-person events, offering invaluable networking opportunities and the chance to deepen connections within the NFT community. These gatherings, ranging from private showcases to insightful discussions, are designed to enrich your understanding and engagement with the digital art world. Stay informed about these selective events, marking your calendar to join fellow members in sharing knowledge, experiences, and celebrating the collective success of Proof Collective.",https://bannersbrands.s3.eu-west-1.amazonaws.com/868_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
964,Gain Exclusive Entry to the PROOF Conference,Gain Exclusive Entry to the PROOF Conference with Moonbirds Oddities,Access to IRL Events organized by PROOF,Access tickets to a premier NFT event for Oddities owners.,"Moonbirds Oddities owners receive privileged access to purchase tickets for the PROOF Conference, an event teeming with expert talks, networking sessions, and community gatherings. This premier event serves as a nexus for the NFT community, offering unparalleled opportunities to engage with leaders in the space, share insights, and forge connections. Ensure your participation in this exclusive gathering, where the future of NFTs and digital art is shaped by the collective expertise and passion of its community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/869_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
965,Experience Exclusive IRL Events,Experience Exclusive IRL Events with Lil Pudgys,Get access to special invitations to Lil Pudgy IRL events and conferences,Get access to special invitations to Lil Pudgy IRL events and conferences.,"Gain exclusive entry to real-world events and conferences, such as the PROOF Conference, designed to delight and engage Lil Pudgy NFT owners. These gatherings offer invaluable opportunities for networking, learning from experts, and experiencing the Pudgy community's unity and strength. Stay informed about upcoming events, ensuring your chance to participate in moments that highlight the intersection of NFTs, community, and shared interests in unique and memorable settings.",https://bannersbrands.s3.eu-west-1.amazonaws.com/882_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
966,Discover and Organize Pudgy Community Events,Discover and Organize Pudgy Community Events with Ease,"Join Events organized on the Fam platform, by and for members",Utilize The Fam platform for effortless event coordination within the Pudgy Penguins community.,"The Fam platform revolutionizes how Pudgy Penguins owners discover and organize real-life events, making it simpler than ever to connect with the sub-community. Whether you're looking to attend a local meetup, an exclusive gallery showcasing Pudgy art, or a global Pudgy Penguins gathering, The Fam streamlines the process, ensuring you never miss an opportunity to engage with your fellow enthusiasts. This tool not only enhances the community's ability to come together but also strengthens the bonds within the Pudgy family, fostering a sense of belonging and shared experience among its members.",https://bannersbrands.s3.eu-west-1.amazonaws.com/883_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
968,Join the RENGA in Real-Life Gatherings,Join the RENGA in Real-Life Gatherings,Join IRL Events organized by RENGA,"Be part of exclusive RENGA events, from community meetups to creative workshops, enhancing your connection to the narrative and fellow collectors.","The RENGA community comes to life through events designed to inspire, unite, and cultivate creativity among its members. These gatherings offer a platform for storytelling workshops, art collaborations, and community meetups, deepening your involvement in the RENGA story and its vibrant community of enthusiasts and creators.",https://bannersbrands.s3.eu-west-1.amazonaws.com/934_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
969,Unlock VIP Lifetime Access to Rolling Loud Festivals,Unlock VIP Lifetime Access to Rolling Loud Festivals with LoudPunx NFT,Experience every Rolling Loud festival globally with exclusive VIP entry,Experience every Rolling Loud festival globally with exclusive VIP entry.,"Embrace the ultimate festival lifestyle with LoudPunx NFT, your key to VIP lifetime access at Rolling Loud festivals around the world. From the dynamic beats of Miami to the groundbreaking performances in California, and the burgeoning scenes across Asia, Australia, and New Zealand, your LoudPunx NFT ensures you're part of the action. Delve into a lifetime filled with unforgettable music experiences, elite hospitality, and the excitement of live performances. Prepare to create endless memories as you enjoy privileged access and witness the evolution of music festivals globally with your LoudPunx NFT.",https://bannersbrands.s3.eu-west-1.amazonaws.com/951_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
970,IRL Events and Collaborations,Immerse Yourself in Clone X IRL Events and Collaborations,Get access to Future Events organized by RTFKT and Nike,Participate in unique real-life events and forge deeper connections within the Clone X community.,"Stay informed and engaged with the latest in-person events, special talks, and collaborations brought to you by Clone X. These gatherings provide a platform for enlightening discussions about the project's philosophy, design, and future, alongside celebrating the community's shared interests. Whether it's through Forging events, collaborative celebrations, or enlightening talks, these IRL experiences offer unparalleled opportunities to connect, learn, and celebrate the unique journey of Clone X - X Takashi Murakami NFT owners.",https://assets-global.website-files.com/6482cd6768bc365499608b3a/64d50c27ed3815f4d51bffc9_IMG_4045.jpg,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
971,Experience Exclusive IRL Events,Experience Exclusive IRL Events with Rug Radio Genesis NFT,Get access to unique IRL Events organized by Rug Radio and Partners,Be part of unique real-life gatherings exclusive to the Rug Radio community.,"As a Rug Radio Genesis NFT holder, you gain access to an array of exclusive IRL events organized for the Rug Radio community. These gatherings range from intimate meetups to large-scale conferences, offering unparalleled opportunities to connect with fellow enthusiasts, creators, and the minds behind Rug Radio. Enjoy the blend of digital and physical worlds through special talks, workshops, and social events designed to enrich your understanding and appreciation of the Rug Radio ecosystem. Stay informed and engaged with the community as you revel in the unique experiences these IRL events provide.",https://bannersbrands.s3.eu-west-1.amazonaws.com/964_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
972,Experience Murakami's Artistry Up Close,Experience Murakami's Artistry Up Close with Murakami.Flowers Official,Attend exclusive exhibitions blending Murakami's iconic flowers with digital art,Attend exclusive exhibitions blending Murakami's iconic flowers with digital art.,"As a part of the Murakami.Flowers Official collection, you are entitled to attend world-class exhibitions that highlight Takashi Murakami's innovative approach to art, blending his iconic Flower paintings with contemporary digital creations. One notable collaboration at Gagosian, New York, exemplifies this blend, offering a unique opportunity to experience the melding of Murakami's celebrated traditional artistry with the forefront of digital expression. Through these exhibitions, you gain a deeper appreciation for Murakami's artistic vision, witnessing firsthand the cultural integration and legacy that his work continues to build across eras and mediums.",https://bannersbrands.s3.eu-west-1.amazonaws.com/999_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
973,Amplify Your Digital Asset's Value,Amplify Your Digital Asset's Value,Gain a boost in chances to License your Pudgy commercially,"Utilize your Pudgy Rod to tap into lucrative licensing deals, potentially boosted by multipliers, thereby increasing your digital holdings' worth.","Leverage the potential of your Pudgy Rod in licensing agreements, where multipliers could significantly enhance the value of your digital assets. This strategic approach can open new avenues for revenue, adding a lucrative layer to your investment.",https://bannersbrands.s3.eu-west-1.amazonaws.com/884_Licensing.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
974,Exclusive Market Insights for Moonbird Holders,Exclusive Market Insights for Moonbird Holders,Access valuable market insights in a holder-exclusive Discord channel,Access valuable market insights in a holder-exclusive Discord channel.,"Delve into the world of NFT market insights with exclusive access to a closed Discord channel for Moonbird holders. This premium feature offers up-to-date information, trends, and analysis, empowering you to make informed decisions regarding your NFT investments and strategies. Benefit from the collective knowledge of the community, enhancing your understanding of the dynamic NFT marketplace.",https://bannersbrands.s3.eu-west-1.amazonaws.com/867_MarketInsights.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
975,Experience Exclusive Haas F1 Team Interactions,Experience Exclusive Haas F1 Team Interactions,Virtual meet and greets with Haas F1 Team members,Engage in virtual meet and greets with Haas F1 Team members.,"Dive into the heart of Formula 1 with interactive sessions featuring Haas F1 Team members, providing fans a unique, intimate experience. This exclusive opportunity allows you to connect directly with the faces behind the speed, offering insights into their world and the chance to ask questions, share support, and even receive personalized shout-outs. Ideal for enthusiasts eager to get closer to their racing heroes, these virtual meet and greets are a gateway to understanding the passion and precision that drive Formula 1 excellence.",https://bannersbrands.s3.eu-west-1.amazonaws.com/937_MeetGreet.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
976,Meet Steve Aoki Up Close,Meet Steve Aoki Up Close with A0K1VERSE Passport,Higher-tiered Passports unlock exclusive meet and greets,Higher-tiered Passports unlock exclusive meet and greet opportunities.,"Elevate your fan experience to an unparalleled level with the A0K1VERSE Passport, offering meet and greet opportunities with Steve Aoki himself for higher-tiered NFT holders. This intimate experience allows you to connect with the music icon in a personal setting, sharing moments and creating memories that last a lifetime. Whether you're holding an Ultraviolet tier or above, your Passport is the key to exclusive interactions that bring you closer to the heart of the A0K1VERSE. Seize the chance to meet Steve Aoki, get 'caked', or even share a meal, turning your fandom into a direct bridge to the legends behind the music.",https://bannersbrands.s3.eu-west-1.amazonaws.com/984_MeetGreet.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
977,Get VIP Treatment on Merchandise as an ABS Holder,Get VIP Treatment on Merchandise as an ABS Holder,Secure exclusive gear with preferred access on theHundreds drops,Secure exclusive gear with preferred access for ABS members.,"With the Adam Bomb Squad NFT, receive VIP treatment when it comes to securing limited-edition merchandise from The Hundreds. This preferred access ensures you have the best chance at snagging exclusive gear, from collaborative pieces to special edition releases. ABS membership elevates your collector status, offering you the opportunity to own a piece of streetwear history while enjoying the perks of being deeply integrated into The Hundreds community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1002_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
978,Preferred Access to Limited-Edition Merchandise,Preferred Access to Limited-Edition Merchandise for BBS Members,Secure exclusive The Hundreds gear as a member,Secure exclusive The Hundreds gear as a Badam Bomb Squad member.,"The Badam Bomb Squad NFT is more than a digital asset; it's your VIP pass to acquiring limited-edition merchandise from The Hundreds. Enjoy preferred access to exclusive gear, ensuring you have the opportunity to snag coveted items before they're available to the public. This VIP treatment extends across The Hundreds' merchandise range, from collaborative drops to special edition releases, highlighting the brand's commitment to rewarding the loyalty and support of its most dedicated community members.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1003_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
979,Exclusive Merch Drops and Early Access for Chimpers Holders,Exclusive Merch Drops and Early Access for Chimpers Holders,Exclusive Merch Drops and Early Access for Members,Get ahead with early access and discounts on Chimpers merchandise.,"As a cherished member of the Chimpers community, enjoy privileged access to limited-edition merchandise drops, including early access and exclusive discounts. Stay connected through Discord and social media to catch the latest announcements and ensure you're first in line for premium Chimpers gear. Whether it's apparel, accessories, or unique collectibles, your Chimpers NFT unlocks a world of opportunities to own a piece of the saga you love, enhancing your collection with items that reflect your digital journey and commitment to the Chimpers universe.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1009_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
980,Exclusive MojoHeads Gear,Exclusive MojoHeads Gear,Get your hands on exclusive MojoHeads-branded merchandise,Get your hands on exclusive MojoHeads-branded merchandise and enjoy physical community connections.,"Exclusive MojoHeads-branded physical goods, connecting the digital and physical realms. It also provides opportunities to attend real-world events and meetups, fostering a tangible sense of community among members.",https://bannersbrands.s3.eu-west-1.amazonaws.com/815_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
981,Exclusive Access to RektGuy Merchandise,Exclusive Access to RektGuy Merchandise,Access a broad range of unique RektGuy Merc,Access a broad range of unique RektGuy Merch.,"Dive into an extensive selection of RektGuy merchandise, from apparel to collectibles. Show your allegiance to the RektGuy community with unique, branded items that represent the essence of the RektGuy spirit. Wear or display your merchandise proudly, showcasing your part in our vibrant community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/835_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
982,Priority Access to Poolsuite Merchandise Drops,Priority Access to Poolsuite Merchandise Drops,Secure your spot for future Poolsuite merch releases,Secure your spot for future Poolsuite merch releases.,"Gain access to future merchandise drops by Poolsuite, ensuring you're always at the cutting edge of leisure fashion and lifestyle accessories. As a Pool Member, enjoy priority access to limited-edition releases, from the world's best-smelling sunscreen to the latest in leisure apparel. Embrace the Poolsuite aesthetic with exclusive merchandise that complements your lifestyle of sophistication and leisure.",https://bannersbrands.s3.eu-west-1.amazonaws.com/862_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
983,Priority Merchandise Access for Poolsuite Patrons,Priority Merchandise Access for Poolsuite Patrons,Early access to future Poolsuite merchandise,Early access to future Poolsuite merchandise drops for Patrons.,"Patrons of Poolsuite receive priority access to upcoming merchandise drops, ensuring you're at the forefront of leisure fashion and accessories. This privilege allows you to secure limited-edition Poolsuite merchandise, from the luxurious Vacation® suncare products to exclusive leisure apparel that embodies the Poolsuite aesthetic. Embrace the opportunity to showcase your Patron status through Poolsuite's curated collection, designed for the discerning leisure enthusiast.",https://bannersbrands.s3.eu-west-1.amazonaws.com/863_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
984,Bring Your Lil Pudgy to Life with Official Merchandise,Bring Your Lil Pudgy to Life with Official Merchandise,Get early and discounted access to Lil Pudgy merchandise,Experience the excitement of Lil Pudgy products at retail.,"Witness the transition of your Lil Pudgy Penguin from a beloved digital NFT to tangible merchandise through collaborations like PMI Toys. This thrilling evolution brings the unique charm and personality of your Pudgy Penguin into the physical world, offering fans a new way to connect with their favorite characters. Keep an eye on the selection process for the chance to see your Lil Pudgy featured in retail stores, marking a significant milestone in the journey from digital to physical collectibility.",https://bannersbrands.s3.eu-west-1.amazonaws.com/882_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
985,Bring Your Pudgy Penguin to Life with Official Merchandise,Bring Your Pudgy Penguin to Life with Official Merchandise,Get early and discounted access to Pudgy Penguin Merchandise,Anticipate your Pudgy Penguin's transformation into tangible merchandise.,"The collaboration between Pudgy Penguins and PMI Toys marks an exciting venture from the digital to the physical world, where your beloved Pudgy can become part of a tangible merchandise line available in retail stores. This unique opportunity not only allows you to physically showcase your NFT's charm but also opens up the possibility of your Pudgy being selected for production, offering a new way to connect with and celebrate your digital collectible in everyday life.",https://bannersbrands.s3.eu-west-1.amazonaws.com/883_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
986,Wear Your Story with RENGA Merch,Wear Your Story with RENGA Merch,Get priority access and discounts on exclusive RENGA Merch,"Merge storytelling and style with exclusive RENGA merchandise, bringing the narrative's essence into the physical world.","RENGA offers exclusive merchandise drops, blending the digital narrative with tangible memorabilia. This unique approach allows you to carry a piece of the RENGA story with you, enriching the narrative experience and fostering a closer connection to the collection's universe through wearable art and collectibles.",https://bannersbrands.s3.eu-west-1.amazonaws.com/934_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
987,Own Exclusive Haas x RENGA Racing Merchandise,Own Exclusive Haas x RENGA Racing Merchandise,"Win special edition merchandise, including driver firesuits and replica helmets","Collect special edition merchandise, including driver firesuits and replica helmets.","Celebrate your fandom with an exclusive range of Haas x RENGA Racing merchandise. From authentic MoneyGram Haas F1 Team driver firesuits to full-size replica racing helmets, these collectibles offer fans a tangible connection to the sport they love. Additionally, unique hats and undersuit tops symbolize your deep affiliation with Formula 1, while memorabilia raffles provide the chance to win these coveted items, enriching your collection with pieces of F1 history.",https://bannersbrands.s3.eu-west-1.amazonaws.com/937_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
